	sample	Time	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
10	Rice straw	0	ContRs0_27	bacteria_odb10	66.9	66.9	0	6.5	26.6	124	4793	4793	0.00%	385	79.82	2.89	Neural Network (Specific Model)	11	0.898	4793	256.0118216	1588664	0.39	1861	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides	GCF_014634745.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides	97.32	0.902							ani_screen	classification based on ANI only	"GCF_014634805.1, s__Leuconostoc falkenbergense, 95.0, 92.77, 0.744"					1877	1806	384	genus	0.95	0.92	0.38	0.03	0.06	0.92	0.84	TRUE	385	385	94	17	1	0	1588664	1588664	759588	230982	36779	0	385	36779	1588664	39.05	4793	2177	6375.1	102	299	0
11	Rice straw	0	ContRs0_28	bacteria_odb10	96.8	95.2	1.6	0.8	2.4	124	22807	22807	0.00%	402	97.33	0.14	Neural Network (Specific Model)	11	0.872	22807	342.2249848	5821386	0.49	4947	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Siphonobacter;s__						GCF_002943425.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Siphonobacter;s__Siphonobacter curvatus	93.86	0.912	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Siphonobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_002872335.1, s__Siphonobacter sp002872335, 95.0, 92.44, 0.825"	92.63	11	0.99843	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	4933	4613	402	genus	0.82	0.77	0.36	0.28	0.86	0.72	0.55	TRUE	402	402	313	187	62	16	5821386	5821386	5523930	4600668	2621581	1054185	402	103706	5821386	48.63	22807	6755	29060.9	75	264	0
12	Rice straw	0	ContRs0_29	bacteria_odb10	94.3	93.5	0.8	3.2	2.5	124	17674	17674	0.00%	300	99.98	5.92	Neural Network (Specific Model)	11	0.924	17674	316.2623837	3414241	0.72	3331	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas taurus	GCF_012931845.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas taurus	98.16	0.931							ani_screen	classification based on ANI only	"GCF_025642745.1, s__Cellulomonas sp025642745, 95.0, 87.35, 0.515; GCF_012396125.1, s__Cellulomonas denverensis, 95.0, 87.08, 0.486"					3338	3158	298	family	0.85	0.81	0.12	0.21	0.57	0.7	0.57	TRUE	300	300	190	109	31	7	3414241	3414241	3092430	2512735	1317120	511453	300	97464	3414241	71.95	17674	5195	26711.5	51	187	0
13	Rice straw	0	ContRs0_30	bacteria_odb10	63.7	63.7	0	15.3	21	124	4839	4839	0.00%	1048	84.97	4.29	Neural Network (Specific Model)	11	0.89	4839	256.9840458	4227582	0.69	4889	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	GCF_000012905.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	97.62	0.866							ani_screen	classification based on ANI only	"GCF_001720585.1, s__Cereibacter_A johrii, 95.0, 95.11, 0.816; GCF_003050905.1, s__Cereibacter_A azotoformans, 95.0, 88.36, 0.387; GCF_002407205.1, s__Cereibacter_A sp002407205, 95.0, 86.47, 0.257"					4932	4783	1048	order	0.99	0.96	0.55	0.03	0.07	0.94	0.9	FALSE	1048	1048	264	40	1	0	4227582	4227582	2014493	502657	25104	0	1048	25104	4227582	69.46	4839	2121	5727.2	285	815	0
14	Rice straw	0	ContRs0_31	bacteria_odb10	47.6	46.8	0.8	20.2	32.2	124	4407	4407	0.00%	626	62.69	0.37	Gradient Boost (General Model)	11	0.925	4407	261.4662577	2344546	0.74	2771	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__Phycicoccus jejuensis	GCF_000720925.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__Phycicoccus jejuensis	96.22	0.863							ani_screen	classification based on ANI only	"GCF_016887965.1, s__Phycicoccus sp016887965, 95.0, 87.7, 0.415; GCA_014763705.1, s__Phycicoccus sp014763705, 95.0, 87.7, 0.33; GCF_011383005.1, s__Phycicoccus sp011383005, 95.0, 87.49, 0.381; GCF_016888005.1, s__Phycicoccus sp016888005, 95.0, 85.27, 0.186; GCF_001428065.1, s__Phycicoccus sp001428065, 95.0, 85.71, 0.192; GCF_002846495.1, s__Phycicoccus duodecadis, 95.0, 85.67, 0.222; GCF_947495705.1, s__Phycicoccus sp947495705, 95.0, 86.05, 0.236; GCF_013201035.1, s__Phycicoccus sp013201035, 95.0, 91.59, 0.754; GCF_018139485.1, s__Phycicoccus avicenniae, 95.0, 85.37, 0.187; GCF_011326735.1, s__Phycicoccus endophyticus, 95.0, 86.12, 0.212; GCF_004025965.2, s__Phycicoccus flavus, 95.0, 86.13, 0.203"					2771	2737	626	kingdom	1	0.99	0	0	0	0.94	0.93	TRUE	626	626	133	17	0	0	2344546	2344546	1013904	242326	0	0	626	21123	2344546	74.35	4407	1958	5561.4	167	492	0
15	Rice straw	0	ContRs0_33	bacteria_odb10	62.9	59.7	3.2	11.3	25.8	124	3775	3775	0.00%	399	75.37	4.25	Gradient Boost (General Model)	11	0.903	3775	251.0803308	1409128	0.38	1693	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_G;s__Enterococcus_G sulfureus	GCF_000407605.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_G;s__Enterococcus_G sulfureus	98.78	0.91							ani_screen	classification based on ANI only						1708	1684	399	phylum	0.98	0.97	1	0.03	0.05	0.97	0.94	FALSE	399	399	67	14	0	0	1409128	1409128	538179	182935	0	0	399	22839	1409128	38.16	3775	1952	5346.1	106	317	0
16	Rice straw	0	ContRs0_34	bacteria_odb10	85.5	85.5	0	4	10.5	124	13574	13574	0.00%	513	86.14	0.69	Neural Network (Specific Model)	11	0.873	13574	284.3119164	4388547	0.54	4498	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A pseudogrignonensis	GCF_002252525.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A pseudogrignonensis	98.05	0.949							ani_screen	classification based on ANI only	"GCF_002252505.1, s__Ochrobactrum_A grignonensis, 95.0, 85.98, 0.356; GCF_003049685.1, s__Ochrobactrum_A pituitosa, 95.0, 86.15, 0.405; GCF_014397025.1, s__Ochrobactrum_A sp014397025, 95.0, 87.82, 0.399; GCA_018798825.1, s__Ochrobactrum_A sp018798825, 95.0, 95.05, 0.717"					4472	4362	513	kingdom	1	0.98	0	0	0	0.97	0.95	TRUE	513	513	274	138	31	3	4388547	4388547	3691294	2729539	1074418	162989	513	57444	4388547	53.66	13574	3616	17410.2	93	335	0
17	Rice straw	0	ContRs0_36	bacteria_odb10	45.1	43.5	1.6	17.7	37.2	124	3000	3000	0.00%	866	62.19	3.69	Neural Network (Specific Model)	11	0.915	3000	246.9594327	2450357	0.63	3032	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp913773715	GCA_913773715.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp913773715	97.44	0.553							ani_screen	classification based on ANI only						3016	2937	866	family	0.9	0.88	0.9	0.05	0.1	0.82	0.72	FALSE	866	866	54	6	0	0	2450357	2450357	382724	79870	0	0	866	20989	2450357	63.37	3000	1725	3685.3	279	714	0
18	Rice straw	1	ContRs1_11	bacteria_odb10	56.4	54	2.4	15.3	28.3	124	3300	3300	0.00%	1789	79.18	6.58	Neural Network (Specific Model)	11	0.933	3300	253.6370871	5415545	0.68	6660	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__						GCF_010725885.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tokaiense	93.94	0.76	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_001984215.1, s__Mycobacterium sp001984215, 95.0, 87.53, 0.268"	53.53	11	0.99776	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	6647	6535	1789	genus	0.94	0.92	0.27	0.04	0.08	0.95	0.87	TRUE	1789	1789	191	12	0	0	5415545	5415545	1298763	151055	0	0	1789	18974	5415545	68.18	3300	1768	3982.2	545	1455	0
19	Rice straw	1	ContRs1_16	bacteria_odb10	84.7	82.3	2.4	4.8	10.5	124	10537	10537	0.00%	1273	94.31	7.49	Gradient Boost (General Model)	11	0.916	10537	330.2607027	9286459	0.7	8596	None	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Melittangium;s__Melittangium primigenium	GCF_016904885.1	95	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Melittangium;s__Melittangium primigenium	97.41	0.867							ani_screen	classification based on ANI only	"GCF_002305855.1, s__Melittangium boletus, 95.0, 88.44, 0.505; GCF_000733295.1, s__Archangium violaceum, 95.0, 83.44, 0.201; GCF_001027285.1, s__Archangium gephyra, 95.0, 83.77, 0.211; GCF_000335475.2, s__Cystobacter fuscus, 95.0, 85.38, 0.304; GCF_026626635.1, s__Archangium lansinium, 95.0, 83.29, 0.183; GCF_016887565.1, s__Archangium violaceum_B, 95.0, 83.33, 0.198; GCF_002305875.1, s__Cystobacter fuscus_A, 95.0, 85.33, 0.3; GCF_003044305.1, s__Archangium sp003044305, 95.0, 83.67, 0.198; GCF_016859125.1, s__Archangium violaceum_A, 95.0, 83.5, 0.208; GCF_001887355.1, s__Cystobacter ferrugineus, 95.0, 85.4, 0.301; GCF_024623785.1, s__Archangium sp024623785, 95.0, 83.38, 0.194"					8722	8157	1233	family	0.92	0.86	0.1	0.06	0.12	0.75	0.64	TRUE	1273	1273	653	301	30	1	9286459	9286459	7520104	4940363	957135	50346	1273	50346	9286459	70.49	10537	3330	12811.7	273	856	0
20	Rice straw	1	ContRs1_17	bacteria_odb10	93.5	93.5	0	4.8	1.7	124	35886	35886	0.00%	178	98.77	0.04	Neural Network (Specific Model)	11	0.908	35886	326.0497954	3153785	0.39	2932	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__						GCF_004342685.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium alimentarium	91.9	0.787	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		95.33	11	0.99497	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	2904	2783	178	class	0.96	0.92	0.18	0.06	0.13	0.73	0.67	TRUE	178	178	114	84	43	11	3153785	3153785	2970572	2751955	2103284	982891	178	107999	3153785	38.7	35886	7910	45383.7	26	94	0
21	Rice straw	1	ContRs1_19	bacteria_odb10	66.1	62.9	3.2	15.3	18.6	124	2922	2922	0.00%	2227	79.58	5.23	Gradient Boost (General Model)	11	0.907	2922	271.1687249	6238344	0.72	6964	None	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__						GCF_016714285.1	95	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__Nannocystis sp016714285	88.9	0.219	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		62.76	11	0.967		6953	5939	2211	order	0.85	0.72	0.99	0.06	0.12	0.65	0.47	FALSE	2227	2227	160	12	0	0	6238344	6238344	1089804	147532	0	0	2227	17164	6238344	72.02	2922	1729	3574.7	717	1840	0
22	Rice straw	1	ContRs1_21	bacteria_odb10	87.1	86.3	0.8	7.3	5.6	124	23047	23047	0.00%	386	94.81	7.79	Neural Network (Specific Model)	11	0.893	23047	300.0681523	5420877	0.63	5385	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__Shinella sumterensis	GCF_004514425.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__Shinella sumterensis	96.44	0.783							ani_screen	classification based on ANI only	"GCF_946479415.1, s__Shinella sp946479415, 95.0, 86.19, 0.363; GCF_024704725.1, s__Shinella sp024704725, 95.0, 86.01, 0.37; GCF_009827055.1, s__Shinella kummerowiae, 95.0, 85.7, 0.364; GCF_016839145.1, s__Shinella sp016839145, 95.0, 86.41, 0.399; GCF_022601905.1, s__Shinella sedimenti, 95.0, 91.48, 0.774; GCF_030733845.1, s__Shinella zoogloeoides_C, 95.0, 86.54, 0.398; GCF_024609765.1, s__Shinella pollutisoli, 95.0, 83.78, 0.243; GCF_022682305.1, s__Shinella zoogloeoides_B, 95.0, 86.43, 0.375; GCF_022899355.1, s__Shinella yambaruensis, 95.0, 86.05, 0.391; GCF_020883495.1, s__Shinella zoogloeoides, 95.0, 86.4, 0.414; GCA_946481465.1, s__Shinella sp946481465, 95.0, 86.65, 0.298; GCF_022899935.1, s__Shinella curvata, 95.0, 85.84, 0.361; GCF_003574625.1, s__Shinella zoogloeoides_A, 95.0, 86.02, 0.393; GCF_003432075.1, s__Shinella sp003432075, 95.0, 86.0, 0.381; GCF_001713395.1, s__Shinella sp001713395, 95.0, 85.33, 0.352; GCF_001262505.1, s__Shinella sp001262505, 95.0, 85.43, 0.363; GCF_004341885.1, s__Shinella granuli, 95.0, 86.32, 0.399; GCF_020535545.1, s__Shinella sp020535545, 95.0, 86.02, 0.363; GCF_010994755.1, s__Shinella lacus, 95.0, 85.77, 0.391; GCF_014203155.1, s__Shinella fusca, 95.0, 86.0, 0.388"					5448	5335	386	genus	0.85	0.83	0.26	0.53	2	0.86	0.71	TRUE	386	386	264	161	46	17	5420877	5420877	5044799	4291587	2430489	1381259	386	138798	5420877	63.17	23047	6354	38057.6	58	235	0
23	Rice straw	1	ContRs1_22	bacteria_odb10	90.3	89.5	0.8	5.6	4.1	124	6761	6761	0.00%	579	90.74	5.64	Neural Network (Specific Model)	11	0.886	6761	273.7164596	2978583	0.43	3220	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D innesii	GCF_018982785.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D innesii	98.31	0.892							ani_screen	classification based on ANI only	"GCF_022870765.1, s__Enterococcus_D casseliflavus_A, 95.0, 96.08, 0.895; GCF_001544095.1, s__Enterococcus_D casseliflavus, 95.0, 94.98, 0.826"					3228	3167	579	kingdom	1	0.98	0	0	0	0.94	0.92	TRUE	579	579	200	58	5	0	2978583	2978583	1865148	869431	169011	0	579	37324	2978583	43.04	6761	2476	8834.1	135	432	0
24	Rice straw	1	ContRs1_26	bacteria_odb10	68.5	68.5	0	8.9	22.6	124	5935	5935	0.00%	1082	80.28	0.6	Neural Network (Specific Model)	11	0.871	5935	259.326584	5108969	0.72	5729	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp900112625	GCF_021398735.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp900112625	98.54	0.956							ani_screen	classification based on ANI only	"GCF_001455965.1, s__Methylobacterium sp001455965, 95.0, 86.65, 0.3; GCF_022829295.1, s__Methylobacterium sp022829295, 95.0, 87.72, 0.36; GCF_009806555.1, s__Methylobacterium sp009806555, 95.0, 88.59, 0.406; GCF_022829545.1, s__Methylobacterium sp022829545, 95.0, 88.3, 0.382; GCF_023546765.1, s__Methylobacterium tardum, 95.0, 89.55, 0.478; GCF_028583545.1, s__Methylobacterium sp028583545, 95.0, 94.61, 0.837; GCF_900103195.1, s__Methylobacterium sp900103195, 95.0, 91.18, 0.651; GCF_022829605.1, s__Methylobacterium sp022829605, 95.0, 87.73, 0.368; GCF_022179385.1, s__Methylobacterium longum, 95.0, 88.73, 0.439; GCF_014138435.1, s__Methylobacterium fujisawaense, 95.0, 91.01, 0.63; GCF_000364445.2, s__Methylobacterium mesophilicum_A, 95.0, 89.48, 0.466; GCF_900103445.1, s__Methylobacterium phyllostachyos, 95.0, 88.24, 0.387; GCF_022829635.1, s__Methylobacterium sp022829635, 95.0, 87.15, 0.333; GCF_030700285.1, s__Methylobacterium sp030700285, 95.0, 86.99, 0.337; GCF_022829725.1, s__Methylobacterium sp022829725, 95.0, 88.27, 0.38; GCF_022179445.1, s__Methylobacterium mesophilicum, 95.0, 87.14, 0.33; GCF_022829515.1, s__Methylobacterium sp022829515, 95.0, 87.34, 0.328; GCF_008000895.1, s__Methylobacterium sp008000895, 95.0, 86.98, 0.317; GCF_020523825.1, s__Methylobacterium brachiatum, 95.0, 87.42, 0.348; GCF_000019725.1, s__Methylobacterium radiotolerans, 95.0, 94.18, 0.844; GCF_022829385.1, s__Methylobacterium sp022829385, 95.0, 88.54, 0.425; GCF_900114535.1, s__Methylobacterium pseudosasicola, 95.0, 87.16, 0.33; GCF_030700245.1, s__Methylobacterium sp030700245, 95.0, 85.5, 0.217; GCF_022829365.1, s__Methylobacterium sp022829365, 95.0, 87.26, 0.335; GCF_022829585.1, s__Methylobacterium sp022829585, 95.0, 88.36, 0.376; GCF_017833295.1, s__Methylobacterium sp017833295, 95.0, 89.01, 0.458"					5764	5683	1082	kingdom	1	0.99	0	0	0	0.93	0.92	TRUE	1082	1082	360	87	1	0	5108969	5108969	3060375	1205613	26677	0	1082	26677	5108969	72.02	5935	2265	7337	268	807	0
25	Rice straw	1	ContRs1_28	bacteria_odb10	59.7	58.1	1.6	22.6	17.7	124	2816	2816	0.00%	1517	78.66	4.12	Gradient Boost (General Model)	11	0.933	2816	252.7631887	4150230	0.7	5118	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudorhodoferax;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudorhodoferax;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_014652235.1, s__Pseudorhodoferax aquiterrae, 95.0, 88.91, 0.296; GCF_001422365.1, s__Pseudorhodoferax sp001422365, 95.0, 88.75, 0.29; GCF_003337555.1, s__Pseudorhodoferax soli, 95.0, 88.74, 0.273; GCF_001422445.1, s__Pseudorhodoferax sp001422445, 95.0, 88.63, 0.287; GCF_007677875.1, s__Pseudorhodoferax boronicumulans_A, 95.0, 88.47, 0.276; GCF_001422405.1, s__Pseudorhodoferax sp001422405, 95.0, 88.14, 0.245; GCA_913776795.1, s__Pseudorhodoferax sp913776795, 95.0, 87.31, 0.153"	61.37	11	0.97799		5136	5025	1516	order	0.96	0.94	0.94	0.04	0.07	0.83	0.78	FALSE	1517	1517	112	10	0	0	4150230	4150230	760062	115607	0	0	1517	13288	4150230	69.52	2816	1675	3548.3	476	1255	0
26	Rice straw	1	ContRs1_30	bacteria_odb10	53.2	50.8	2.4	12.1	34.7	124	3647	3647	0.00%	735	70.29	7.41	Gradient Boost (General Model)	11	0.926	3647	261.8084806	2396343	0.71	2830	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		53.47	11	0.97646		2830	2750	735	genus	0.7	0.68	0.55	0.03	0.07	0.76	0.51	FALSE	735	735	104	10	0	0	2396343	2396343	771037	139241	0	0	735	22641	2396343	71.02	3647	1792	4665.4	207	589	0
27	Rice straw	1	ContRs1_33	bacteria_odb10	92.7	92.7	0	4	3.3	124	40213	40213	0.00%	146	99.61	0.84	Neural Network (Specific Model)	11	0.894	40213	316.9358799	3890439	0.63	3665	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__						GCA_020051025.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp020051025	86.56	0.354	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_008710155.1, s__Sphingobium limneticum, 95.0, 85.41, 0.423; GCF_001421665.1, s__Sphingobium sp001421665, 95.0, 85.19, 0.418; GCA_021849075.1, s__Sphingobium sp021849075, 95.0, 84.99, 0.374; GCF_900111125.1, s__Sphingobium sp900111125, 95.0, 84.82, 0.359; GCF_024349785.1, s__Sphingobium bisphenolicum, 95.0, 84.75, 0.389; GCF_900109095.1, s__Sphingobium sp900109095, 95.0, 84.57, 0.368; GCF_013393185.1, s__Sphingobium lactosutens_A, 95.0, 84.36, 0.321; GCF_009720145.1, s__Sphingobium sp009720145, 95.0, 84.27, 0.328; GCA_030824575.1, s__Sphingobium sp030824575, 95.0, 84.12, 0.332; GCF_012927105.1, s__Sphingobium psychrophilum, 95.0, 84.11, 0.351; GCF_004152865.1, s__Sphingobium cupriresistens, 95.0, 84.11, 0.34; GCF_900013425.1, s__Sphingobium sp900013425, 95.0, 83.94, 0.344; GCF_030580935.1, s__Sphingobium sp030580935, 95.0, 83.41, 0.275; GCF_029590555.1, s__Sphingobium sp001650725, 95.0, 83.32, 0.279; GCF_000315525.1, s__Sphingobium yanoikuyae, 95.0, 83.3, 0.279; GCA_020782235.1, s__Sphingobium naphthae, 95.0, 83.14, 0.246; GCF_022758885.1, s__Sphingobium sp022758885, 95.0, 83.12, 0.253; GCF_013001025.1, s__Sphingobium yanoikuyae_A, 95.0, 82.9, 0.264; GCF_030128825.1, s__Sphingobium sp030128825, 95.0, 82.88, 0.258; GCF_014197035.1, s__Sphingobium scionense, 95.0, 82.74, 0.245; GCF_000508185.1, s__Sphingobium sp000508185, 95.0, 82.7, 0.236; GCA_021847605.1, s__Sphingobium sp021847605, 95.0, 82.69, 0.235; GCF_014280435.1, s__Sphingobium sp014280435, 95.0, 82.23, 0.237; GCF_000382885.1, s__Sphingobium japonicum_C, 95.0, 82.08, 0.183; GCF_000281715.2, s__Sphingobium sp000281715, 95.0, 82.01, 0.223; GCF_002312805.1, s__Sphingobium sp002312805, 95.0, 81.95, 0.194; GCF_023266575.1, s__Sphingobium sp016463275, 95.0, 81.94, 0.232; GCF_001713415.1, s__Sphingobium sp001713415, 95.0, 81.89, 0.182; GCF_001598335.1, s__Sphingobium abikonense, 95.0, 81.86, 0.201; GCF_000367345.1, s__Sphingobium xenophagum, 95.0, 81.83, 0.204; GCF_003591655.1, s__Sphingobium terrigena, 95.0, 81.82, 0.205; GCA_016000085.1, s__Sphingobium sp016000085, 95.0, 81.76, 0.229; GCA_013911745.1, s__Sphingobium sp013911745, 95.0, 81.7, 0.215; GCF_019097845.1, s__Sphingobium sp019097845, 95.0, 81.66, 0.207; GCF_003967075.1, s__Sphingobium amiense, 95.0, 81.64, 0.199; GCF_020782245.1, s__Sphingobium soli, 95.0, 81.47, 0.187; GCF_000445105.1, s__Sphingobium lactosutens, 95.0, 81.45, 0.182; GCF_000722875.1, s__Sphingobium chlorophenolicum, 95.0, 81.45, 0.156; GCF_001556865.1, s__Sphingobium sp001556865, 95.0, 81.34, 0.182; GCA_001829085.1, s__Sphingobium sp001829085, 95.0, 81.27, 0.177; GCF_026427355.1, s__Sphingobium sp026427355, 95.0, 81.15, 0.155; GCF_001563265.1, s__Sphingobium sp001563265, 95.0, 81.08, 0.153; GCF_004152845.1, s__Sphingobium fuliginis, 95.0, 81.02, 0.163; GCF_000264945.2, s__Sphingobium indicum, 95.0, 80.97, 0.156; GCF_000588875.1, s__Sphingobium sp000588875, 95.0, 80.88, 0.173"	93.58	11	0.99448		3678	3619	146	genus	0.95	0.93	0.2	0.09	0.2	0.86	0.8	TRUE	146	146	128	107	58	19	3890439	3890439	3830638	3674693	2849804	1476436	146	135904	3890439	63.16	40213	14077	50057.6	30	93	0
